invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country
566977,48173C,Unknown product,-54,2011-09-16 09:47:00,0.0,,United Kingdom
566982,85049B,Amazon,1,2011-09-16 10:15:00,0.0,,United Kingdom
566983,23084,Amazon,1,2011-09-16 10:16:00,0.0,,United Kingdom
567056,22050,Unknown product,25,2011-09-16 11:39:00,0.0,,United Kingdom
567057,84725,Unknown product,-8,2011-09-16 11:39:00,0.0,,United Kingdom
567058,22453,Unknown product,-12,2011-09-16 11:40:00,0.0,,United Kingdom
567059,22452,Unknown product,-63,2011-09-16 11:41:00,0.0,,United Kingdom
567060,22445,Unknown product,-62,2011-09-16 11:41:00,0.0,,United Kingdom
567061,84877B,Unknown product,-27,2011-09-16 11:42:00,0.0,,United Kingdom
567063,23135,Unknown product,-27,2011-09-16 11:50:00,0.0,,United Kingdom
567064,23135,Unknown product,27,2011-09-16 11:51:00,0.0,,United Kingdom
567113,85215,Damaged,-29,2011-09-16 13:39:00,0.0,,United Kingdom
567125,21246,damaged,-2,2011-09-16 13:49:00,0.0,,United Kingdom
567127,85230E,Damaged,-48,2011-09-16 14:01:00,0.0,,United Kingdom
567129,72127,found box,24,2011-09-16 14:05:00,0.0,,United Kingdom
567131,21830,damaged,192,2011-09-16 14:13:00,0.0,,United Kingdom
567132,21830,OOPS ! adjustment,-384,2011-09-16 14:14:00,0.0,,United Kingdom
567133,85185B,Found in w/hse,50,2011-09-16 14:17:00,0.0,,United Kingdom
567137,84929,found,600,2011-09-16 14:39:00,0.0,,United Kingdom
567143,21179,damaged,-14,2011-09-16 15:02:00,0.0,,United Kingdom
567149,35607B,thrown away,-9,2011-09-16 15:29:00,0.0,,United Kingdom
567150,35817P,thrown away,-44,2011-09-16 15:29:00,0.0,,United Kingdom
567151,35815P,Unknown product,34,2011-09-16 15:51:00,0.0,,United Kingdom
567152,35598C,found,3,2011-09-16 15:58:00,0.0,,United Kingdom
567201,23084,website fixed,110,2011-09-19 10:28:00,0.0,,United Kingdom
567207,35592T,Unknown product,4,2011-09-19 11:01:00,0.0,,United Kingdom
567208,35597D,Unknown product,2,2011-09-19 11:01:00,0.0,,United Kingdom
567335,35965,Unknown product,6,2011-09-19 14:55:00,0.0,,United Kingdom
567337,35965,Unknown product,5,2011-09-19 14:56:00,0.0,,United Kingdom
567363,23028,Unknown product,-49,2011-09-19 16:58:00,0.0,,United Kingdom
567364,22925,Unknown product,-20,2011-09-19 16:58:00,0.0,,United Kingdom
567366,21174,Unknown product,-138,2011-09-19 16:59:00,0.0,,United Kingdom
567367,17012A,Unknown product,-86,2011-09-19 17:15:00,0.0,,United Kingdom
567371,22084,Unknown product,7,2011-09-20 09:24:00,0.0,,United Kingdom
567629,40016,?,-752,2011-09-21 13:21:00,0.0,,United Kingdom
567645,21447,Unknown product,-53,2011-09-21 14:27:00,0.0,,United Kingdom
567680,23284,Unknown product,4,2011-09-21 16:17:00,0.0,,United Kingdom
567693,85199L,?,-250,2011-09-21 17:26:00,0.0,,United Kingdom
567694,22665,Unknown product,-24,2011-09-21 17:30:00,0.0,,United Kingdom
567695,22688,Unknown product,-42,2011-09-21 17:31:00,0.0,,United Kingdom
567696,23091,Unknown product,-15,2011-09-21 17:32:00,0.0,,United Kingdom
567719,20980,Unknown product,-7,2011-09-22 10:32:00,0.0,,United Kingdom
567861,35597A,Unknown product,-14,2011-09-22 14:01:00,0.0,,United Kingdom
567862,35591T,Unknown product,-4,2011-09-22 14:02:00,0.0,,United Kingdom
567863,35598A,Unknown product,8,2011-09-22 14:03:00,0.0,,United Kingdom
567918,79163,damaged,-1,2011-09-22 17:20:00,0.0,,United Kingdom
567920,84875D,found,5,2011-09-22 17:21:00,0.0,,United Kingdom
567921,21089,damaged,-7,2011-09-22 17:24:00,0.0,,United Kingdom
567923,37343,damaged,-2,2011-09-22 17:24:00,0.0,,United Kingdom
567925,84876D,damaged,-2,2011-09-22 17:26:00,0.0,,United Kingdom
567926,84877D,found,1,2011-09-22 17:27:00,0.0,,United Kingdom
567927,21654,Damaged,-3,2011-09-22 17:28:00,0.0,,United Kingdom
567931,84563B,damaged,-11,2011-09-22 17:38:00,0.0,,United Kingdom
567932,85213,Unknown product,-12,2011-09-22 17:39:00,0.0,,United Kingdom
567933,84422,Dagamed,-30,2011-09-22 17:49:00,0.0,,United Kingdom
568052,90209C,Unknown product,-3,2011-09-23 12:42:00,0.0,,United Kingdom
568053,90209C,Unknown product,3,2011-09-23 12:44:00,0.0,,United Kingdom
568079,85197,Unknown product,-1,2011-09-23 14:35:00,0.0,,United Kingdom
568080,44236,Unknown product,-2,2011-09-23 14:35:00,0.0,,United Kingdom
568081,84663A,Unknown product,-9,2011-09-23 14:36:00,0.0,,United Kingdom
568084,84927A,Unknown product,-7,2011-09-23 14:38:00,0.0,,United Kingdom
568085,84912A,Unknown product,2,2011-09-23 14:39:00,0.0,,United Kingdom
568087,85049D,Unknown product,-8,2011-09-23 14:40:00,0.0,,United Kingdom
568088,21641,Unknown product,-49,2011-09-23 14:40:00,0.0,,United Kingdom
568089,22245,Unknown product,-37,2011-09-23 14:41:00,0.0,,United Kingdom
568090,20793,Unknown product,-5,2011-09-23 14:41:00,0.0,,United Kingdom
568091,85211,Unknown product,-3,2011-09-23 14:41:00,0.0,,United Kingdom
568092,23134,Unknown product,1,2011-09-23 14:42:00,0.0,,United Kingdom
568093,20773,Unknown product,-9,2011-09-23 14:42:00,0.0,,United Kingdom
568102,35911A,Unknown product,20,2011-09-23 15:34:00,0.0,,United Kingdom
568158,PADS,PADS TO MATCH ALL CUSHIONS,1,2011-09-25 12:22:00,0.0,16133.0,United Kingdom
568233,21586,Unknown product,-147,2011-09-26 11:37:00,0.0,,United Kingdom
568302,20700,?,-121,2011-09-26 12:46:00,0.0,,United Kingdom
568365,84663A,Unknown product,30,2011-09-26 15:45:00,0.0,,United Kingdom
568371,22687,Unknown product,-41,2011-09-26 16:48:00,0.0,,United Kingdom
568372,90082D,Unknown product,-19,2011-09-26 16:54:00,0.0,,United Kingdom
568384,M,Manual,1,2011-09-27 09:46:00,0.0,12748.0,United Kingdom
568401,21394,damages,-35,2011-09-27 10:30:00,0.0,,United Kingdom
568403,84905,Unknown product,-3,2011-09-27 10:35:00,0.0,,United Kingdom
568404,22497,Unknown product,-17,2011-09-27 10:36:00,0.0,,United Kingdom
568405,22893,Unknown product,-42,2011-09-27 10:36:00,0.0,,United Kingdom
568406,18094C,Unknown product,-67,2011-09-27 10:37:00,0.0,,United Kingdom
568407,84660A,Unknown product,-8,2011-09-27 10:38:00,0.0,,United Kingdom
568442,37327,damages,-131,2011-09-27 11:31:00,0.0,,United Kingdom
568543,84920,Unknown product,-21,2011-09-27 14:33:00,0.0,,United Kingdom
568544,84921,Unknown product,5,2011-09-27 14:33:00,0.0,,United Kingdom
568545,22548,Unknown product,-70,2011-09-27 14:34:00,0.0,,United Kingdom
568546,22409,Unknown product,-20,2011-09-27 14:35:00,0.0,,United Kingdom
568548,21830,Unknown product,240,2011-09-27 14:40:00,0.0,,United Kingdom
568567,46000S,POLYESTER FILLER PAD 40x40cm,320,2011-09-27 18:41:00,0.0,,United Kingdom
568567,46000M,POLYESTER FILLER PAD 45x45cm,140,2011-09-27 18:41:00,0.0,,United Kingdom
568724,84816,damages,-21,2011-09-28 16:27:00,0.0,,United Kingdom
568725,79000,Unknown product,-209,2011-09-28 16:28:00,0.0,,United Kingdom
568946,22740,adjustment,89,2011-09-29 15:01:00,0.0,,United Kingdom
568948,20984,found,120,2011-09-29 15:13:00,0.0,,United Kingdom
569083,23084,Unknown product,3,2011-09-30 11:56:00,0.0,,United Kingdom
569098,21098,damages?,-231,2011-09-30 12:09:00,0.0,,United Kingdom
569102,21098,Unknown product,-129,2011-09-30 12:25:00,0.0,,United Kingdom
569121,21244,Unknown product,-38,2011-09-30 13:03:00,0.0,,United Kingdom
569131,22927,damaged,-5,2011-09-30 13:49:00,0.0,,United Kingdom
569135,21349,Unknown product,5,2011-09-30 14:20:00,0.0,,United Kingdom
569256,20774,damaged,-14,2011-10-03 11:15:00,0.0,,United Kingdom
569335,84660A,damaged,-15,2011-10-03 13:57:00,0.0,,United Kingdom
569341,82600,historic computer difference?....se,-458,2011-10-03 14:19:00,0.0,,United Kingdom
569347,85086A,Unknown product,-6,2011-10-03 14:38:00,0.0,,United Kingdom
569375,22829,Unknown product,3,2011-10-03 16:29:00,0.0,,United Kingdom
569376,85106,Unknown product,-9,2011-10-03 16:29:00,0.0,,United Kingdom
569377,22784,Unknown product,-14,2011-10-03 16:30:00,0.0,,United Kingdom
569378,72799F,Unknown product,-5,2011-10-03 16:31:00,0.0,,United Kingdom
569379,16015,Unknown product,-69,2011-10-03 16:33:00,0.0,,United Kingdom
569380,21809,Unknown product,-140,2011-10-03 16:40:00,0.0,,United Kingdom
569381,84660A,Unknown product,15,2011-10-03 16:44:00,0.0,,United Kingdom
569391,84625C,Unknown product,-32,2011-10-03 17:13:00,0.0,,United Kingdom
569392,47504K,Unknown product,-275,2011-10-03 17:15:00,0.0,,United Kingdom
569393,23152,Unknown product,-23,2011-10-03 17:15:00,0.0,,United Kingdom
569394,21163,Unknown product,-70,2011-10-03 17:16:00,0.0,,United Kingdom
569458,20984,Unknown product,58,2011-10-04 11:31:00,0.0,,United Kingdom
569463,23268,Lighthouse Trading zero invc incorr,192,2011-10-04 11:39:00,0.0,,United Kingdom
569464,23268,Incorrect stock entry.,-1440,2011-10-04 11:40:00,0.0,,United Kingdom
569465,23269,incorrect stock entry.,-1440,2011-10-04 11:41:00,0.0,,United Kingdom
569466,23270,incorrect stock entry.,-2880,2011-10-04 11:42:00,0.0,,United Kingdom
569517,23084,Unknown product,14,2011-10-04 14:14:00,0.0,,United Kingdom
569540,21586,Unknown product,96,2011-10-04 16:05:00,0.0,,United Kingdom
569541,21587,Unknown product,48,2011-10-04 16:06:00,0.0,,United Kingdom
569578,23084,Unknown product,5,2011-10-05 11:06:00,0.0,,United Kingdom
569657,84944,michel oops,22,2011-10-05 12:59:00,0.0,,United Kingdom
569681,84944,Unknown product,25,2011-10-05 14:31:00,0.0,,United Kingdom
569716,22778,GLASS CLOCHE SMALL,2,2011-10-06 08:17:00,0.0,15804.0,United Kingdom
569817,21870,Unknown product,-26,2011-10-06 12:09:00,0.0,,United Kingdom
569830,23343,wrongly coded 20713,800,2011-10-06 12:38:00,0.0,,United Kingdom
569831,20713,wrongly coded-23343,-800,2011-10-06 12:38:00,0.0,,United Kingdom
569854,35954,counted,-430,2011-10-06 14:26:00,0.0,,United Kingdom
569855,23412,?,-30,2011-10-06 14:27:00,0.0,,United Kingdom
569874,90180A,stock check,-32,2011-10-06 15:06:00,0.0,,United Kingdom
569875,90195A,check,-45,2011-10-06 15:07:00,0.0,,United Kingdom
569876,90210D,check,-28,2011-10-06 15:08:00,0.0,,United Kingdom
569877,90210C,Unknown product,-10,2011-10-06 15:09:00,0.0,,United Kingdom
569878,90057,crushed boxes,-380,2011-10-06 15:12:00,0.0,,United Kingdom
569879,90012B,check,-5,2011-10-06 15:13:00,0.0,,United Kingdom
569880,90012A,stock check,-18,2011-10-06 15:14:00,0.0,,United Kingdom
569881,90014C,Unknown product,-8,2011-10-06 15:14:00,0.0,,United Kingdom
569882,90014B,Unknown product,-1,2011-10-06 15:15:00,0.0,,United Kingdom
569883,90014A,check,-12,2011-10-06 15:16:00,0.0,,United Kingdom
569884,90164B,Unknown product,-14,2011-10-06 15:16:00,0.0,,United Kingdom
569885,90164A,Unknown product,-15,2011-10-06 15:17:00,0.0,,United Kingdom
569886,90191,??,-60,2011-10-06 15:24:00,0.0,,United Kingdom
569895,23348,Unknown product,420,2011-10-06 15:55:00,0.0,,United Kingdom
569924,22837,Unknown product,9,2011-10-06 17:44:00,0.0,,United Kingdom
569925,21067,Unknown product,6,2011-10-06 17:45:00,0.0,,United Kingdom
569926,35815P,Unknown product,6,2011-10-06 17:45:00,0.0,,United Kingdom
569927,22171,Unknown product,9,2011-10-06 17:45:00,0.0,,United Kingdom
569928,22062,Unknown product,16,2011-10-06 17:49:00,0.0,,United Kingdom
569929,22084,Unknown product,2,2011-10-06 17:50:00,0.0,,United Kingdom
569930,35914,Unknown product,2,2011-10-06 17:50:00,0.0,,United Kingdom
569931,37370,Unknown product,18,2011-10-06 17:50:00,0.0,,United Kingdom
569933,84849D,Unknown product,101,2011-10-06 17:51:00,0.0,,United Kingdom
569934,85049D,Unknown product,1,2011-10-06 17:51:00,0.0,,United Kingdom
569935,90209B,Unknown product,1,2011-10-06 17:52:00,0.0,,United Kingdom
569937,90209C,Unknown product,1,2011-10-06 17:52:00,0.0,,United Kingdom
569947,22062,Unknown product,20,2011-10-06 18:20:00,0.0,,United Kingdom
570013,21395,Unknown product,-38,2011-10-07 09:55:00,0.0,,United Kingdom
570015,21394,Unknown product,42,2011-10-07 09:56:00,0.0,,United Kingdom
570065,22688,Unknown product,2,2011-10-07 11:07:00,0.0,,United Kingdom
570110,22570,?,-74,2011-10-07 12:27:00,0.0,,United Kingdom
570112,22569,?,-84,2011-10-07 12:29:00,0.0,,United Kingdom
570120,22570,Unknown product,6,2011-10-07 12:49:00,0.0,,United Kingdom
570185,21090,WET/MOULDY,-192,2011-10-07 14:56:00,0.0,,United Kingdom
570193,22449,can't find,-125,2011-10-07 15:32:00,0.0,,United Kingdom
570198,47504K,Unknown product,72,2011-10-07 15:50:00,0.0,,United Kingdom
570259,22336,Unknown product,-114,2011-10-10 09:59:00,0.0,,United Kingdom
570260,35933,Unknown product,-34,2011-10-10 10:00:00,0.0,,United Kingdom
570261,35933,Unknown product,10,2011-10-10 10:00:00,0.0,,United Kingdom
570262,35954,Unknown product,-80,2011-10-10 10:00:00,0.0,,United Kingdom
570263,23412,Unknown product,2,2011-10-10 10:00:00,0.0,,United Kingdom
570264,21288,Unknown product,-22,2011-10-10 10:03:00,0.0,,United Kingdom
570294,84249A,damaged,-25,2011-10-10 12:00:00,0.0,,United Kingdom
570403,47574A,check,-61,2011-10-10 12:45:00,0.0,,United Kingdom
570440,21424,damages,-40,2011-10-10 14:31:00,0.0,,United Kingdom
570451,37467,Unknown product,15,2011-10-10 15:15:00,0.0,,United Kingdom
570518,23268,Unknown product,4,2011-10-11 10:41:00,0.0,,United Kingdom
570519,21244,Unknown product,5,2011-10-11 10:42:00,0.0,,United Kingdom
570520,23412,Unknown product,2,2011-10-11 10:43:00,0.0,,United Kingdom
570595,21823,check,-94,2011-10-11 11:47:00,0.0,,United Kingdom
570596,21803,check,-38,2011-10-11 11:48:00,0.0,,United Kingdom
570599,84596G,??,-365,2011-10-11 12:00:00,0.0,,United Kingdom
570645,84247E,Unknown product,24,2011-10-11 12:44:00,0.0,,United Kingdom
570691,85231G,check,-110,2011-10-11 16:44:00,0.0,,United Kingdom
570709,21098,Unknown product,19,2011-10-12 10:13:00,0.0,,United Kingdom
570710,21918,Unknown product,10,2011-10-12 10:13:00,0.0,,United Kingdom
570711,21622,damages,-45,2011-10-12 10:14:00,0.0,,United Kingdom
570712,22121,?,-90,2011-10-12 10:15:00,0.0,,United Kingdom
570822,22501,Found,24,2011-10-12 12:52:00,0.0,,United Kingdom
570860,16168M,found,44,2011-10-12 15:25:00,0.0,,United Kingdom
570868,21311,Unknown product,96,2011-10-12 16:18:00,0.0,,United Kingdom
570869,79164,Unknown product,36,2011-10-12 16:21:00,0.0,,United Kingdom
570873,23322,mouldy,-40,2011-10-12 16:41:00,0.0,,United Kingdom
570874,23020,smashed,-4,2011-10-12 16:42:00,0.0,,United Kingdom
571010,22848,Unknown product,-16,2011-10-13 12:13:00,0.0,,United Kingdom
571011,21078,Unknown product,-207,2011-10-13 12:13:00,0.0,,United Kingdom
571012,21402,Unknown product,-147,2011-10-13 12:15:00,0.0,,United Kingdom
571013,23306,Unknown product,-104,2011-10-13 12:16:00,0.0,,United Kingdom
571016,84596G,Unknown product,288,2011-10-13 12:17:00,0.0,,United Kingdom
571024,22812,?,-270,2011-10-13 12:18:00,0.0,,United Kingdom
571027,72816,Unknown product,-36,2011-10-13 12:19:00,0.0,,United Kingdom
571035,M,Manual,1,2011-10-13 12:50:00,0.0,12446.0,RSA
571037,20669,Unknown product,-25,2011-10-13 12:58:00,0.0,,United Kingdom
571042,23306,Unknown product,48,2011-10-13 13:04:00,0.0,,United Kingdom
571112,22637,damages,-65,2011-10-13 17:36:00,0.0,,United Kingdom
571113,21407,Unknown product,-19,2011-10-13 17:37:00,0.0,,United Kingdom
571114,23159,Unknown product,-99,2011-10-13 17:40:00,0.0,,United Kingdom
571115,82567,Unknown product,-73,2011-10-13 17:40:00,0.0,,United Kingdom
571116,23131,?,-49,2011-10-13 17:46:00,0.0,,United Kingdom
571124,72802A,Wet pallet-thrown away,-306,2011-10-14 09:36:00,0.0,,United Kingdom
571126,72802A,?,-50,2011-10-14 09:53:00,0.0,,United Kingdom
571128,72802A,Had been put aside.,54,2011-10-14 10:03:00,0.0,,United Kingdom
571130,72802C,check,-37,2011-10-14 10:05:00,0.0,,United Kingdom
571131,72802B,check,-51,2011-10-14 10:13:00,0.0,,United Kingdom
571198,21190,Unknown product,48,2011-10-14 12:16:00,0.0,,United Kingdom
571249,23084,Unknown product,6,2011-10-14 16:25:00,0.0,,United Kingdom
571254,23427,damaged,-2,2011-10-14 17:07:00,0.0,,United Kingdom
571458,21761,damaged,-2,2011-10-17 14:02:00,0.0,,United Kingdom
571459,20839,damages,-80,2011-10-17 14:03:00,0.0,,United Kingdom
571460,46775D,Unknown product,6,2011-10-17 14:06:00,0.0,,United Kingdom
571633,20713,found,100,2011-10-18 11:27:00,0.0,,United Kingdom
571674,23702,Unknown product,100,2011-10-18 13:22:00,0.0,,United Kingdom
571686,22149,damages,-40,2011-10-18 14:22:00,0.0,,United Kingdom
571687,22149,check,-46,2011-10-18 14:23:00,0.0,,United Kingdom
571688,22149,Unknown product,46,2011-10-18 14:24:00,0.0,,United Kingdom
571689,85135B,Unknown product,-27,2011-10-18 14:28:00,0.0,,United Kingdom
571704,23579,Sale error,4,2011-10-18 15:15:00,0.0,,United Kingdom
571718,21801,Unknown product,5,2011-10-18 17:29:00,0.0,,United Kingdom
571719,22729,Unknown product,7,2011-10-18 17:29:00,0.0,,United Kingdom
571720,85211,Unknown product,3,2011-10-18 17:29:00,0.0,,United Kingdom
571721,21738,Unknown product,2,2011-10-18 17:30:00,0.0,,United Kingdom
571722,22062,Unknown product,1,2011-10-18 17:30:00,0.0,,United Kingdom
571723,85211,Unknown product,-1,2011-10-18 17:30:00,0.0,,United Kingdom
571731,21911,Unknown product,1,2011-10-19 09:51:00,0.0,,United Kingdom
571915,21627,check,-32,2011-10-19 15:34:00,0.0,,United Kingdom
572239,84247E,Unknown product,1,2011-10-21 15:15:00,0.0,,United Kingdom
572341,85036A,Unknown product,-82,2011-10-24 10:36:00,0.0,,United Kingdom
572345,20713,Found,100,2011-10-24 10:53:00,0.0,,United Kingdom
572468,72803A,damages,-160,2011-10-24 13:30:00,0.0,,United Kingdom
572476,20665,dotcom,21,2011-10-24 13:39:00,0.0,,United Kingdom
572477,20665,adjustment,-15,2011-10-24 13:39:00,0.0,,United Kingdom
572480,22049,damaged,-100,2011-10-24 13:44:00,0.0,,United Kingdom
572510,20967,Amazon Adjustment,1,2011-10-24 14:27:00,0.0,,United Kingdom
572514,20774,Unknown product,-4,2011-10-24 14:36:00,0.0,,United Kingdom
572516,22336,damaged,-71,2011-10-24 14:45:00,0.0,,United Kingdom
572527,20984,damaged,-46,2011-10-24 15:35:00,0.0,,United Kingdom
572533,84877D,Unknown product,-1,2011-10-24 16:06:00,0.0,,United Kingdom
572534,35597D,Unknown product,-2,2011-10-24 16:07:00,0.0,,United Kingdom
572536,21294,Unknown product,-8,2011-10-24 16:08:00,0.0,,United Kingdom
572537,37327,Unknown product,2,2011-10-24 16:09:00,0.0,,United Kingdom
572539,79030D,Unknown product,13,2011-10-24 16:10:00,0.0,,United Kingdom
572543,22570,Unknown product,-32,2011-10-24 16:24:00,0.0,,United Kingdom
572547,20713,wrongly marked 23343,200,2011-10-24 17:01:00,0.0,,United Kingdom
572548,23343,20713 wrongly marked,-200,2011-10-24 17:01:00,0.0,,United Kingdom
572557,22427,damages,-29,2011-10-24 17:44:00,0.0,,United Kingdom
572564,40016,Unknown product,-108,2011-10-25 09:56:00,0.0,,United Kingdom
572614,23595,adjustment,5,2011-10-25 11:38:00,0.0,,United Kingdom
572615,23595,re-adjustment,-5,2011-10-25 11:39:00,0.0,,United Kingdom
572684,23029,damages,-20,2011-10-25 14:00:00,0.0,,United Kingdom
572685,23032,damages,-60,2011-10-25 14:01:00,0.0,,United Kingdom
572686,23118,Breakages,-30,2011-10-25 14:03:00,0.0,,United Kingdom
572687,20840,damages,-30,2011-10-25 14:05:00,0.0,,United Kingdom
572689,84969,check,-50,2011-10-25 14:13:00,0.0,,United Kingdom
572690,21539,damages?,-111,2011-10-25 14:14:00,0.0,,United Kingdom
572691,22426,check,-15,2011-10-25 14:15:00,0.0,,United Kingdom
572692,21071,check,-82,2011-10-25 14:16:00,0.0,,United Kingdom
572693,35810A,check,-78,2011-10-25 14:20:00,0.0,,United Kingdom
572694,35810B,Unknown product,12,2011-10-25 14:21:00,0.0,,United Kingdom
572697,22087,Amazon,6,2011-10-25 14:24:00,0.0,,United Kingdom
572698,82613A,Amazon,1,2011-10-25 14:25:00,0.0,,United Kingdom
572699,72818,Unknown product,-48,2011-10-25 14:26:00,0.0,,United Kingdom
572700,72818,Unknown product,1,2011-10-25 14:26:00,0.0,,United Kingdom
572701,85078,missing,-840,2011-10-25 14:31:00,0.0,,United Kingdom
572702,37479P,??,-184,2011-10-25 14:33:00,0.0,,United Kingdom
572716,22829,Unknown product,2,2011-10-25 14:46:00,0.0,,United Kingdom
572723,21829,adjustment,12,2011-10-25 15:13:00,0.0,,United Kingdom
572724,84507C,adjustment,4,2011-10-25 15:14:00,0.0,,United Kingdom
572725,20754,Found,57,2011-10-25 15:14:00,0.0,,United Kingdom
572731,35914,Unknown product,2,2011-10-25 15:20:00,0.0,,United Kingdom
572739,21578,found,16,2011-10-25 15:44:00,0.0,,United Kingdom
572740,22687,adjustment,1,2011-10-25 15:45:00,0.0,,United Kingdom
572748,21824,check,-103,2011-10-25 16:50:00,0.0,,United Kingdom
572749,22572,??,-335,2011-10-25 16:52:00,0.0,,United Kingdom
572759,37468,Unknown product,-2,2011-10-25 18:45:00,0.0,,United Kingdom
572890,20713,Marked as 23343,400,2011-10-26 14:14:00,0.0,,United Kingdom
572891,23343,,-400,2011-10-26 14:14:00,0.0,,United Kingdom
572893,21208,PASTEL COLOUR HONEYCOMB FAN,5,2011-10-26 14:36:00,0.0,18059.0,United Kingdom
572898,22180,Unknown product,-15,2011-10-26 14:50:00,0.0,,United Kingdom
572919,72802C,check,-17,2011-10-26 16:49:00,0.0,,United Kingdom
572920,72803A,?,117,2011-10-26 16:52:00,0.0,,United Kingdom
572996,23462,damages,-34,2011-10-27 11:22:00,0.0,,United Kingdom
573107,21794,adjustment,10,2011-10-27 15:06:00,0.0,,United Kingdom
573114,20713,wrongly coded 23343,1000,2011-10-27 15:36:00,0.0,,United Kingdom
573115,23343,wrongly coded 20713,-1000,2011-10-27 15:37:00,0.0,,United Kingdom
573118,85032D,damaged,-1,2011-10-27 16:19:00,0.0,,United Kingdom
573120,72816,Unknown product,-1,2011-10-27 16:21:00,0.0,,United Kingdom
573169,35600A,Found by jackie,1,2011-10-28 09:56:00,0.0,,United Kingdom
573170,21174,found,71,2011-10-28 09:59:00,0.0,,United Kingdom
573254,85135C,Damages,-49,2011-10-28 12:18:00,0.0,,United Kingdom
573255,85135B,check,3,2011-10-28 12:18:00,0.0,,United Kingdom
573256,85135A,Unknown product,12,2011-10-28 12:19:00,0.0,,United Kingdom
573258,85136C,damages,-36,2011-10-28 12:19:00,0.0,,United Kingdom
573259,85136A,damages,-77,2011-10-28 12:20:00,0.0,,United Kingdom
573293,21181,adjustment,10,2011-10-28 15:14:00,0.0,,United Kingdom
573317,21804,Unknown product,-84,2011-10-28 18:09:00,0.0,,United Kingdom
573318,84944,Unknown product,-47,2011-10-28 18:11:00,0.0,,United Kingdom
573463,17012B,check,-70,2011-10-31 10:56:00,0.0,,United Kingdom
573482,21181,check,-54,2011-10-31 11:20:00,0.0,,United Kingdom
573487,23400,check,-19,2011-10-31 11:46:00,0.0,,United Kingdom
573488,23400,Unknown product,1,2011-10-31 11:47:00,0.0,,United Kingdom
573489,85035B,check,-36,2011-10-31 11:48:00,0.0,,United Kingdom
573490,85035A,CHECK,-59,2011-10-31 11:55:00,0.0,,United Kingdom
573491,21618,CHECK,-54,2011-10-31 11:56:00,0.0,,United Kingdom
573493,21619,check,-94,2011-10-31 11:57:00,0.0,,United Kingdom
573494,47503H,check,-24,2011-10-31 11:57:00,0.0,,United Kingdom
573495,22117,check,184,2011-10-31 11:58:00,0.0,,United Kingdom
573497,21642,check,-138,2011-10-31 12:00:00,0.0,,United Kingdom
573498,21636,check,-22,2011-10-31 12:00:00,0.0,,United Kingdom
573499,21192,check,-164,2011-10-31 12:01:00,0.0,,United Kingdom
573503,22595,check,-80,2011-10-31 12:03:00,0.0,,United Kingdom
573505,85208,check,-22,2011-10-31 12:09:00,0.0,,United Kingdom
573547,84818,damages,-70,2011-10-31 13:21:00,0.0,,United Kingdom
573590,79323G,"Unsaleable, destroyed.",-657,2011-10-31 15:15:00,0.0,,United Kingdom
573591,79323B,"Unsaleable, destroyed.",-1671,2011-10-31 15:15:00,0.0,,United Kingdom
573592,79323GR,"Unsaleable, destroyed.",-1158,2011-10-31 15:16:00,0.0,,United Kingdom
573593,79323LP,"Unsaleable, destroyed.",-2618,2011-10-31 15:16:00,0.0,,United Kingdom
573594,79323P,"Unsaleable, destroyed.",-2003,2011-10-31 15:16:00,0.0,,United Kingdom
573595,79323S,"Unsaleable, destroyed.",-674,2011-10-31 15:17:00,0.0,,United Kingdom
573596,79323W,"Unsaleable, destroyed.",-4830,2011-10-31 15:17:00,0.0,,United Kingdom
573597,79341,"Unsaleable, destroyed.",-905,2011-10-31 15:18:00,0.0,,United Kingdom
573598,79342B,"Unsaleable, destroyed.",-1128,2011-10-31 15:18:00,0.0,,United Kingdom
573664,21192,wrongly marked,48,2011-10-31 16:07:00,0.0,,United Kingdom
573670,22176,check,-28,2011-10-31 17:02:00,0.0,,United Kingdom
573672,22522,check,-126,2011-10-31 17:04:00,0.0,,United Kingdom
573726,72817,check,-67,2011-10-31 17:18:00,0.0,,United Kingdom
573734,72818,check,-26,2011-10-31 17:19:00,0.0,,United Kingdom
573751,46000U,check,10,2011-11-01 09:33:00,0.0,,United Kingdom
573752,46000S,dotcom sales,-90,2011-11-01 09:34:00,0.0,,United Kingdom
573815,20902,check,-3,2011-11-01 11:31:00,0.0,,United Kingdom
573816,20898,check,-10,2011-11-01 11:32:00,0.0,,United Kingdom
573880,22812,check,48,2011-11-01 13:21:00,0.0,,United Kingdom
573881,21098,had been put aside,108,2011-11-01 13:22:00,0.0,,United Kingdom
573882,23131,had been put aside,48,2011-11-01 13:23:00,0.0,,United Kingdom
573883,22121,had been put aside,32,2011-11-01 13:24:00,0.0,,United Kingdom
573884,22687,had been put aside,20,2011-11-01 13:25:00,0.0,,United Kingdom
573885,22689,had been put aside,40,2011-11-01 13:26:00,0.0,,United Kingdom
573919,21352,check,-23,2011-11-01 17:39:00,0.0,,United Kingdom
573920,84050,check,14,2011-11-01 18:00:00,0.0,,United Kingdom
573926,47503A,check,65,2011-11-02 09:52:00,0.0,,United Kingdom
573978,21644,check,27,2011-11-02 11:02:00,0.0,,United Kingdom
573979,35968,check,9,2011-11-02 11:02:00,0.0,,United Kingdom
